name,minutes,points,reb,asts,stl,blk
John,16524,5228,3356,916,451,983
John,12780,4562,1542,1229,441,130
Al,186,54,46,4,0,0
Kevin,241,42,45,13,2,24
Soumaila,303,68,76,5,2,19
Cheick,115,22,31,1,4,12
Jamal,629,142,242,26,9,32
Ralph,13591,7039,4011,1038,390,752
Pepe,187,20,21,49,16,1
Al,25,8,5,0,0,0
Frankie,665,352,131,69,37,7
Jeff,462,112,103,25,18,9
Melvin,111,41,23,3,5,0
Mike,12391,5162,1927,880,464,206
Thomas,22164,8766,5798,1026,0,0
Ron,2,0,0,0,0,0
Bob,23,11,3,1,0,0
Dan,1418,417,260,38,39,47
Wayne,298,96,75,7,7,4
Jason,108,30,15,4,5,0
Jeryl,1061,204,191,67,48,12
Kenny,1064,321,95,176,51,3
Woody,12788,4930,3618,498,0,0
Frank,6219,2152,683,596,0,0
Glynn,120,59,19,11,0,0
Fred,2899,1107,624,224,93,37
Don,173,54,31,14,0,0
Predrag,256,83,25,22,14,1
Alan,0,217,125,25,0,0
Brian,6083,1464,957,388,140,107
Alex,0,0,0,0,0,0
Dewayne,521,224,140,10,14,5
Ben,0,56,0,6,0,0
Frank,76,10,6,10,0,0
Billy,1788,802,289,94,52,20
Herm,0,932,0,388,0,0
Bob,745,273,82,68,0,0
Ben,0,103,0,19,0,0
Marv,0,115,0,38,0,0
Fred,6637,4070,1609,961,0,0
Danny,21975,8780,5671,1299,560,839
Dolph,29800,18438,11256,3072,0,0
Ossie,0,435,0,109,0,0
Steve,918,331,180,26,30,8
Tom,268,52,76,11,8,11
Dave,513,208,76,60,0,0
Luke,266,55,54,8,3,7
Herb,167,115,76,23,0,0
Duane,1950,587,536,93,30,117
Dale,9624,3130,3034,920,67,91
Otto,0,275,0,64,0,0
Dick,6744,3028,1372,480,0,0
Russ,3548,1491,735,175,121,71
Dave,1,2,0,0,0,0
Milt,0,616,0,96,0,0
Detlef,33597,15761,7022,3833,856,312
Dick,0,1141,0,203,0,0
Howie,1775,913,326,300,0,0
Roger,252,100,29,18,0,0
John,117,57,22,18,0,1
Freddie,6573,6014,857,1406,0,0
Luis,4509,1891,1247,229,128,30
Alvin,10853,3088,1992,847,404,371
Brent,55,19,9,3,1,1
Byron,30154,15097,2987,2729,1224,276
Charlie,6423,4913,835,845,0,19
Charlie,19101,9924,2011,2670,608,152
Dennis,17983,8094,1774,1296,525,197
James,32,1,6,3,2,0
Ray,21339,10184,7154,1618,0,0
Ray,2370,1445,825,163,0,0
Shawnelle,634,189,228,20,14,23
Willie,51,13,4,2,0,0
Paul,41,9,16,1,0,0
Carey,2376,847,524,192,182,143
Bruce,5734,2422,1087,293,154,135
Bruce,1729,685,376,67,72,73
Shea,9,4,4,0,1,0
Malik,11720,4955,1585,816,518,157
Ed,12,6,0,1,0,0
Ken,14923,7355,4142,843,0,0
Wayne,0,320,0,143,0,0
Thabo,3753,1109,650,300,169,86
Rony,21395,9991,6424,860,453,872
Glen,0,42,0,23,0,0
Brad,7154,2509,1064,435,137,246
Phil,329,198,41,25,22,0
Rollie,0,266,0,64,0,0
Les,2449,1103,219,252,0,0
Frank,15334,6255,2186,1614,0,0
Jim,0,1507,0,630,0,0
Mouhamed,263,103,75,1,4,22
George,5032,3455,878,1553,0,0
Ansu,1301,401,223,62,38,30
Ramon,2620,1114,327,579,100,10
Ha,317,70,67,3,4,13
Tom,87,20,4,6,3,1
Paul,14667,5836,1694,2341,0,0
Nick,0,242,0,29,0,0
Char,4614,1625,1448,170,119,148
Lynn,183,58,27,11,0,0
Carl,0,165,10,46,0,0
Lee,5488,3291,1240,232,0,0
God,146,61,7,36,7,1
Earl,0,1156,0,177,0,0
Howie,0,1323,0,299,0,0
Charlie,13023,4928,4986,809,0,0
Bill,21793,12665,2779,2101,0,0
Walter,20,8,3,0,0,2
John,1505,517,379,34,29,35
Ron,74,10,23,0,0,0
Brian,21667,6547,3183,3918,747,251
Casey,14,2,3,0,0,0
Bob,0,93,0,6,0,0
Fred,0,74,0,4,0,0
Craig,607,240,141,27,19,5
Lonnie,18530,8049,4136,1459,739,559
Billy,3121,968,191,657,163,19
Jeff,185,40,22,16,3,0
Steve,977,367,178,62,22,4
Edmund,1624,395,149,311,96,14
Charley,0,107,0,46,0,0
Paul,121,33,19,7,1,1
Gene,222,84,48,10,8,3
Purvis,24549,14607,3625,2123,878,178
Dexter,18,0,0,2,1,1
Dick,0,1,0,2,0,0
Gene,23338,10068,2855,2608,0,0
John,9201,3920,2388,574,323,224
Sam,26,12,4,0,0,0
Mark,124,46,25,13,4,1
Jerry,12732,4141,817,1962,439,19
Don,8588,4247,2502,325,0,0
Larry,13632,5960,1567,1950,0,0
Ralph,0,20,0,4,0,0
Jack,36943,17287,10816,3488,1162,1048
James,11730,5978,1324,1413,356,49
James,8633,5060,745,1215,252,56
Paul,34989,11782,12357,2572,358,138
Mike,366,91,62,23,0,0
Wayne,511,169,99,11,15,1
Bobby,10675,3987,1673,682,366,77
Cedric,696,159,139,14,10,30
Connie,7036,5859,2294,940,0,0
Grant,2516,858,266,197,0,0
Johnny,0,318,0,29,0,0
Lionel,13472,5833,2833,1498,514,361
Miles,19,2,2,0,1,0
Walt,14053,6414,2704,1486,38,10
Dickey,5201,1388,1187,305,91,60
Ralph,3980,1832,445,479,189,17
Ralph,15643,9953,2171,1878,549,54
Alvin,25,11,4,5,2,0
Bob,19,8,1,2,0,0
Bob,1345,509,183,154,0,0
Courtney,24,6,6,1,0,0
Doug,12,4,4,0,0,0
Scott,95,30,13,20,3,0
James,2008,602,553,62,60,66
Mckinley,10,4,0,1,0,0
Sean,301,90,35,29,11,0
Zeke,68,13,2,3,0,0
Charlie,304,91,60,26,7,6
Scott,16789,6652,1526,3881,500,29
Al,4460,1884,673,526,208,76
Al,2855,1198,427,401,120,63
Brian,10778,2850,2814,288,253,528
Talvin,2798,660,608,152,99,24
Whitey,9193,2800,1133,903,0,0
Jeff,20,4,7,0,0,0
Reggie,3513,1450,768,145,91,56
Jim,525,147,148,25,0,0
Jose,515,225,68,52,36,7
Tamar,516,173,70,31,26,4
Jerry,25750,10571,5615,1925,381,32
Uros,71,38,14,1,1,2
Tom,151,73,12,16,3,0
Keith,12,2,1,2,0,0
Belus,0,3316,196,595,0,0
Jack,0,726,0,299,0,0
Adrian,686,268,46,42,0,0
Adrian,18324,8482,1580,1697,0,0
Al,8971,3298,865,1793,169,12
Bingo,22407,10882,3630,1734,431,167
Bill,491,205,143,20,0,0
Bill,83,23,16,7,0,0
Bobby,137,37,33,14,0,0
Charles,16586,8187,3262,807,467,795
Charles,588,186,76,115,37,3
Charles,1762,649,184,115,82,64
Chris,3956,1140,291,627,118,56
Clinton,386,134,60,49,14,1
Craig,4547,2081,1056,188,118,54
Derek,9825,5232,1300,866,265,175
Deb,0,73,0,6,0,0
Don,11023,4557,4065,601,131,205
Don,538,283,30,47,20,3
Donald,0,6,0,2,0,0
Doug,5833,2356,1234,400,224,149
Donta,564,165,66,48,31,5
Ed,104,28,26,9,0,0
Elmore,17879,7541,5962,808,325,1183
Garfield,1055,260,306,39,0,0
Garfield,415,168,132,17,0,0
Greg,12269,4097,3249,969,63,12
Jabari,1064,329,175,66,37,26
Jason,1104,340,230,21,22,50
Jim,876,219,187,46,22,51
Joe,26338,11001,6388,985,600,844
John,3362,874,1213,116,0,0
Josh,12562,5262,2773,997,441,897
J.R.,7986,4164,854,646,281,50
Kenny,22213,9395,1454,4073,759,65
Keith,461,138,32,43,25,3
Ken,164,82,24,7,4,0
Larry,22879,5904,8125,941,699,457
Labradford,3131,1218,271,394,142,15
Leon,103,33,33,3,5,1
Michael,10552,2527,3193,661,361,247
Michael,1327,698,212,142,21,5
Mike,180,51,22,10,5,3
Otis,7720,3951,1416,690,377,188
Pete,32,4,8,1,0,0
Phil,19166,9924,1978,2561,734,165
Randy,31444,16262,3597,4487,1403,57
Reggie,384,99,120,5,16,7
Robert,3118,1135,288,401,119,21
Sammy,6691,2230,1883,302,0,0
Sam,621,315,63,58,33,14
Steve,28853,13430,3060,2922,725,275
Stevin,60,14,10,4,1,0
Steven,27,5,6,0,1,0
Theron,688,149,157,35,11,9
Tony,7305,2504,735,881,319,79
Tom,3,4,0,2,0,0
Willie,1200,357,134,277,85,2
Rik,23100,12871,5277,1215,372,1110
Mike,1890,554,422,49,37,150
Joe,495,131,98,49,0,0
Eric,23138,5791,2141,4245,975,105
Dick,25676,11755,2732,2767,300,157
Kirk,3534,1333,492,241,86,69
George,0,346,0,95,0,0
Ricky,22992,10902,2132,3525,1085,161
Ron,3868,1619,791,353,0,0
Mike,4282,1658,1237,172,88,106
Willie,4714,1868,1488,227,40,152
Willie,1586,584,132,225,62,11
Willie,98,45,15,9,0,0
Willie,5452,3084,637,505,0,0
Darius,7753,2856,1447,517,263,92
Dave,3857,1734,997,280,0,0
Gino,0,11,0,1,0,0
Pape,881,219,214,12,34,24
Ken,112,24,40,2,0,0
Jim,5290,2505,652,572,248,38
Vassilis,270,85,22,28,7,1
Dan,1190,438,303,45,0,0
Guy,2583,1167,728,142,0,0
Rory,22550,7557,1755,4192,828,103
Odie,8104,4161,1409,917,0,0
Art,0,852,0,143,0,0
Marreese,1261,608,293,30,27,56
Andre,771,346,154,46,36,17
Elmore,2641,923,555,109,53,170
Felton,12302,3354,3436,213,248,534
Lou,0,1,0,0,0,0
Craig,44,18,24,0,0,0
Art,5248,2012,1273,266,0,0
Bruce,1590,852,329,66,0,0
Latrell,35273,16712,3724,3664,1294,398
Larry,2202,873,384,218,80,28
Jim,0,1,0,0,0,0
Jim,0,2,0,0,0,0
Jerry,28498,15749,2904,3118,831,419
Ryan,397,99,79,10,6,22
Kevin,4539,1781,511,524,111,15
Erv,1058,453,122,76,0,0
Dave,10494,4860,2453,872,31,7
Isaac,5489,2403,861,213,129,51
Ed,0,578,34,73,0,0
Terence,2984,1200,277,390,119,20
John,23515,10829,2128,3085,951,106
Keith,65,14,10,6,1,0
Larry,3380,1237,1019,251,0,0
Larry,14777,5009,1781,1719,846,96
Matt,12,3,3,2,1,1
Vladimir,3726,1118,1180,94,110,144
Everette,215,71,23,39,9,4
Jack,2219,743,377,207,0,0
Joe,227,71,45,12,12,3
Brook,2858,1297,345,280,105,17
Barry,6,2,2,0,0,0
Deshawn,14234,4976,1404,1215,338,113
Wayne,49,13,16,4,0,0
Dennis,72,40,17,2,0,0
Kebu,110,40,31,2,5,2
Larry,5415,2005,1077,338,147,106
Michael,3304,623,907,88,56,278
Norm,37,10,5,2,0,0
Steve,12591,5323,3131,938,415,380
Bryant,16417,5946,1983,1178,594,130
Sam,440,141,51,60,0,0
Tom,209,77,39,18,0,0
Alex,90,44,22,4,2,2
John,47765,19711,4050,15806,3265,315
Peja,24407,12583,3480,1287,686,99
Ed,17,3,4,1,1,2
Greg,384,130,62,17,14,11
Maurice,7544,3315,3492,1062,0,0
Art,0,102,0,38,0,0
Randy,403,142,91,12,0,0
George,6953,3530,1480,333,0,0
Awvee,407,143,81,21,10,2
Amare,14854,9139,3881,595,395,639
Damon,29108,11763,3039,5371,954,81
Salim,2674,1260,214,164,55,10
Paul,211,76,61,13,0,0
Paul,194,100,58,12,4,6
DJ,272,73,28,30,12,6
Joe,6365,1977,2296,245,0,0
Bill,2,4,0,0,0,0
Erick,10189,3780,1318,1203,422,41
Mark,3414,1281,770,102,79,108
Rod,33638,14463,4084,7987,1616,215
Roger,4,2,0,0,0,0
John,293,82,85,23,3,14
Derek,8548,3090,2213,291,203,93
Lamont,155,60,15,14,9,1
John,88,25,13,9,1,0
Red,33,20,2,1,0,0
Rodney,3602,1494,404,546,127,16
Gene,0,783,0,118,0,0
Stan,0,1181,0,188,0,0
Gary,140,42,41,2,0,0
Barry,1,0,0,0,0,0
Don,2636,874,281,224,0,0
Bruno,524,173,107,18,15,14
Jon,8811,3886,554,1469,220,5
Bob,15595,5654,2240,2474,641,142
Dick,545,178,94,32,0,0
George,1038,380,404,30,0,0
Dane,493,272,49,48,21,0
Greg,1950,761,153,284,84,13
Keith,2477,987,828,95,0,0
Bennie,708,265,262,29,0,0
Norm,611,100,110,33,0,0
Dan,335,175,88,21,0,0
Mike,3615,1516,1045,145,73,107
Robert,1499,416,376,20,26,86
Skeeter,6839,3279,631,820,3,0
Stromile,10803,4582,2536,275,354,683
Aaron,51,24,8,3,1,0
Wallace,0,15,0,0,0,0
Larry,2,0,2,0,0,0
Brett,662,153,165,17,16,32
Wally,20047,9189,2601,1531,388,160
Walt,598,333,150,41,0,0
Zan,3607,1233,883,165,65,126
Yuta,17,7,4,3,0,0
Chris,140,47,36,2,2,7
Sid,0,633,0,162,0,0
Dragan,598,103,122,31,7,19
Roy,7476,3533,2803,292,317,329
Levern,9272,5316,1374,830,0,0
Earl,5229,2508,682,507,319,101
Anthony,368,144,34,43,22,5
Brian,8887,3804,811,1002,500,70
Brian,10262,4064,797,1476,606,82
Donell,836,266,106,90,47,7
Fatty,16158,4797,2313,2275,803,47
Fred,835,385,140,69,0,0
Jay,114,51,11,5,5,3
Jeff,818,179,82,113,42,16
Johnny,866,256,120,26,32,20
Leonard,37,11,12,1,0,0
Maurice,13322,5889,2452,623,246,259
Mike,768,289,87,106,36,0
Ollie,6148,2539,1090,628,20,6
Ron,939,371,294,68,0,0
Roland,1548,301,211,288,132,9
Vince,321,95,36,41,20,2
Terry,14509,7982,1803,956,517,127
Sebastian,8586,2876,596,1387,276,44
Collis,102,42,31,15,4,4
Ira,2483,886,533,144,63,75
Carlos,1078,285,227,124,54,27
Chuck,1768,431,288,79,58,10
Chuck,3281,867,530,183,91,18
Claude,3592,1647,438,392,85,10
Claude,711,287,61,65,26,1
Jason,27161,12962,2281,3902,1063,162
Tom,1454,299,300,244,0,0
Tom,2187,721,522,222,0,0
Floyd,406,96,51,44,0,0
Reggie,34603,19015,3349,6453,1206,236
Peter,992,462,144,45,34,32
Bill,876,337,272,24,0,0
Justus,58,11,8,4,0,0
Justus,101,48,10,8,0,0
David,1469,510,209,84,47,13
Billy,529,144,52,26,25,2
Carl,534,181,60,28,24,8
Charles,156,48,22,22,4,1
Etan,6675,2234,1840,146,123,407
Irving,108,46,31,10,4,1
Isiah,35516,18822,3478,9061,1861,249
Jamel,102,30,14,6,4,0
James,269,54,76,5,4,7
Jim,3361,1355,418,377,142,12
John,2254,560,432,60,69,50
Joe,204,55,43,17,0,0
Kenny,16995,5835,4255,960,517,266
Kurt,23744,8295,6459,1030,632,706
Ron,3292,1051,1075,198,160,39
Terry,136,77,36,3,4,2
Tim,21080,9319,3339,1258,599,298
Tyrus,4467,1733,1119,207,185,301
Willis,1067,555,114,55,0,0
Bernard,2935,1078,352,266,127,27
Billy,6697,2566,1615,514,158,272
Brooks,1714,760,158,281,87,5
Corny,520,122,120,34,12,7
David,3101,2158,525,308,136,102
David,16305,11264,1921,1631,459,407
Dijon,93,45,19,3,3,1
George,1983,780,181,225,66,6
George,12048,7334,1276,1336,117,24
Jack,4,2,1,2,0,0
Jason,2300,910,606,93,46,59
John,771,262,260,19,0,0
Kevin,58,13,13,3,0,2
Lasalle,21238,7806,6689,1139,741,972
Mychal,27764,12810,6951,2141,701,1073
Paul,3105,1374,533,224,141,79
Stephen,91,31,19,8,6,3
Skip,4868,2239,1875,329,0,0
Al,4820,2199,726,201,105,105
Bob,3386,844,712,99,74,35
Dallas,870,341,141,74,0,0
Rod,10376,5012,1463,1214,0,0
Otis,39822,17600,10370,2730,840,501
Sedale,22436,9327,1709,3613,1138,136
Nate,35875,14437,14464,2575,125,553
Mel,0,78,0,4,0,0
Howard,0,552,0,101,0,0
Dan,176,34,22,27,0,0
Darren,1256,425,314,42,20,90
Jack,0,91,0,8,0,0
George,1864,704,385,114,0,0
Jamaal,12020,4144,1368,2786,660,128
Wayman,23868,12878,5116,1077,464,500
Marko,0,1445,455,386,0,0
Ray,2789,928,609,135,71,101
Tom,5680,2030,1251,285,116,109
Anthony,207,52,41,17,5,1
Dean,681,402,179,34,36,27
Rudy,25714,13383,6198,1573,374,175
Andrew,12608,7458,1009,1965,369,105
Sedric,1410,409,98,235,48,1
Andy,0,44,0,10,0,0
Andy,523,159,73,32,14,2
Jack,0,876,0,113,0,0
Bernard,124,55,34,12,4,5
Irv,0,997,0,106,0,0
Gene,3223,1191,1122,257,0,0
Oscar,1182,442,134,43,29,11
Bill,6339,1859,608,661,0,0
Bob,0,589,0,137,0,0
Monte,576,189,55,136,37,5
Monte,409,130,34,87,16,0
Keith,416,98,69,7,6,12
William,0,1198,0,313,0,0
Linton,543,257,67,32,20,7
Raymond,2025,745,157,217,90,10
George,6863,3353,1466,375,117,71
John,342,127,72,20,0,0
John,4895,2066,1248,283,0,0
Robert,6240,2085,1640,312,280,306
Gary,9865,4366,2276,504,223,174
Jeff,270,88,43,22,19,4
John,12296,5118,3546,806,0,0
Dick,0,336,0,97,0,0
Kelly,20959,12142,2703,2090,678,137
Ansley,86,39,38,2,0,0
Cezary,101,15,15,1,1,7
Jake,5009,1497,1237,101,73,223
John,1216,277,208,69,42,45
Lou,2977,910,751,165,0,0
Nikoloz,1945,507,307,114,46,50
Al,1799,941,392,100,0,0
Al,5679,2600,1348,242,40,0
Alando,329,160,39,12,5,2
Anthony,981,243,170,68,46,11
Jim,1301,407,349,52,0,0
P.J.,85,30,23,3,2,0
Trent,15671,6236,1520,1532,679,88
Ronny,4408,1414,962,365,82,364
Mirsad,90,33,33,5,3,1
Hidayet,18932,8355,2859,1859,533,198
Andre,2523,767,263,535,137,3
Bill,4060,1597,1039,167,0,0
Elston,9006,2397,1375,914,442,28
Gary,21,6,3,0,0,0
Henry,464,224,78,29,25,8
Herschel,500,131,74,45,0,0
Jack,922,282,154,77,0,0
Jack,567,200,85,44,0,0
Jeff,11244,3697,2036,635,215,85
John,345,117,78,12,6,4
Wayne,41,4,3,5,0,0
Mel,6871,3071,1655,183,155,348
Dave,6921,2666,611,940,396,24
Dave,6320,2311,675,883,254,22
Jack,26147,15840,5424,1861,0,0
B.j.,808,195,62,174,36,2
Terry,21742,8868,4675,1039,801,1342
Charlie,7811,3091,2567,315,0,0
Ime,4639,1371,716,240,166,47
Beno,7031,2720,654,988,220,35
Roko Leni,892,301,75,153,30,2
Wes,35832,10624,13769,3822,628,367
Hal,268,86,31,26,0,0
Kelvin,1518,649,145,257,81,9
Steve,1835,824,238,194,0,0
Darnell,14395,5400,1318,3080,910,58
Ron,123,84,30,7,7,4
John,796,359,66,84,0,0
Dick,31771,15079,3807,3060,264,44
Tom,28682,14232,3942,2085,230,16
Butch,0,826,0,256,0,0
Jan,10155,2596,1778,815,363,329
Jan,3617,1100,794,363,113,139
Gene,118,1437,103,399,0,0
Ernie,3600,2135,853,548,0,0
Kiki,24521,15980,2785,1668,468,243
Log,31,9,6,1,0,0
Nick,28972,12658,2545,5777,726,93
Keith,18145,9206,3909,900,472,295
Norm,26171,8770,3596,5217,767,71
Nick,842,222,240,59,21,28
David,411,122,37,66,23,3
Dennis,2,2,1,0,0,0
Ratko,6,5,1,0,0,0
Anderson,7153,2043,2005,255,260,201
Charles,5560,2901,491,271,0,0
Charles,7049,2921,733,753,0,0
David,2593,998,913,135,79,128
David,1156,341,361,36,31,48
Jacque,12652,3463,1028,1919,402,15
Loy,16993,6984,4881,652,510,228
Virgil,0,45,0,10,0,0
Bob,10538,6814,1318,987,0,0
Bob,216,104,18,17,12,0
Peter,3220,1000,641,152,128,67
Gundars,89,45,8,6,2,0
Joao,9,2,0,2,0,0
Charlie,7270,3663,1735,339,164,166
Jay,15556,8729,3167,1124,413,171
Sam,7527,3106,819,1543,268,60
Marcus,175,52,21,7,3,2
Fred,67,17,1,1,3,0
Claude,825,306,154,74,0,0
Gary,4,2,2,0,0,0
Floyd,0,397,0,112,0,0
Alexander,2453,1019,384,333,102,52
Stanley,0,313,0,143,0,0
Jake,6444,1814,1539,237,148,166
Danny,10624,2613,1998,594,333,271
Slavko,3,0,0,0,0,0
Stojan,2050,473,516,59,22,179
Brett,93,34,25,9,5,5
Jackson,1115,285,261,51,37,30
Sasha,5362,1826,617,440,214,18
Dwyane,14923,9924,1925,2625,720,379
Mark,126,8,15,36,7,1
Von,1454,676,140,82,45,11
Clint,0,143,0,90,0,0
Danny,0,69,0,18,0,0
Dajuan,2202,964,142,195,69,14
Milt,496,215,35,76,8,7
Phil,180,36,23,14,0,0
Granville,2547,606,540,121,56,185
Andre,633,187,80,73,20,2
Antoine,31527,15649,6892,3170,1085,469
Andy,438,180,75,32,20,7
Bill,218,88,29,13,6,2
Brady,699,1603,549,328,0,0
Chet,33433,18831,7314,2126,117,10
Darrell,18601,6389,3134,3276,1090,225
Foots,15036,4199,1686,3111,992,83
Horace,1331,438,466,69,0,0
Jimmy,23590,11655,1860,2429,253,36
Kenny,9050,3128,1793,299,235,297
Phil,384,178,52,54,14,5
Samaki,7613,2376,2089,252,134,316
Wally,10168,3968,1759,844,216,111
Neal,13832,7157,4392,1214,140,105
Ben,27854,5625,9243,1217,1181,1945
Gerald,13074,5770,2534,892,707,435
John,6145,2901,1061,281,134,216
Michael,0,556,0,58,0,0
Rasheed,34163,15150,6994,1908,997,1375
Dwight,29,7,10,1,0,0
Dwight,97,33,43,5,0,0
Jamie,91,42,13,3,4,1
Jim,72,20,15,8,0,0
Matt,3,2,0,0,0,0
Rex,4602,1547,403,569,129,30
Isaac,30,2,1,2,0,0
Paul,7258,2838,1168,974,0,0
Bill,13250,6215,4923,1590,380,1034
Lloyd,5387,1442,370,1243,264,28
Luke,7708,2262,1289,1013,247,84
Zhizhi,1257,604,231,39,25,35
Bobby,12128,6924,1979,1830,0,0
Perry,70,10,8,16,0,0
Charlie,14081,3947,1648,2539,776,128
Gerry,2049,542,294,237,0,0
Henry,171,83,33,6,6,5
Henry,688,330,140,35,16,10
Jim,15,7,7,1,0,0
Jim,429,143,146,13,0,0
Ben,3648,1919,912,152,0,0
Ben,4656,1767,1524,204,0,0
Bob,2460,1184,452,311,0,0
Bob,711,289,114,76,0,0
Cornell,10508,2860,3353,494,132,144
Bobby,9908,4347,1546,898,65,28
Johnny,4931,1814,687,564,27,6
Bryan,2379,677,218,437,80,19
Hakim,6662,3126,1326,223,141,119
Chris,645,222,176,22,11,16
Bobby,5,0,0,0,0,0
Bobby,1790,700,234,413,0,0
Darius,145,53,20,15,5,0
Don,496,220,102,33,13,20
Duane,184,54,24,39,13,0
Dwayne,4044,1660,370,733,256,15
Eric,2300,716,216,108,78,42
Jim,22668,8168,6637,1105,83,100
Kermit,12815,4666,4232,695,403,550
Richard,7874,3456,2204,409,224,277
Stan,4,0,0,0,0,0
Trooper,13235,4499,4271,1027,0,0
Wilson,1700,731,450,57,49,104
Darryl,71,12,12,0,2,2
Bobby,702,175,87,79,0,0
CJ,2247,848,224,238,111,4
Earl,13595,4370,1340,2759,610,113
Jamie,1248,323,149,117,65,17
Ron,92,40,39,2,0,0
Sam,650,281,99,45,0,0
Slick,11513,3901,1398,2678,961,111
Clarence,27740,10483,6846,1346,880,794
Nick,9680,4086,2232,418,344,145
Kyle,1167,299,130,101,47,25
Chris,30844,17182,8125,3526,1197,1200
Jeff,538,161,59,42,0,0
Marcus,51,39,10,2,1,2
Spud,20288,8072,1742,4342,922,110
Forest,0,173,0,4,0,0
Elnardo,237,122,44,16,0,0
Jeff,58,18,7,3,4,0
Marvin,12966,4137,4044,722,219,828
Marvin,398,165,174,30,9,52
Martell,4962,1777,666,176,98,61
Scott,25927,11916,4355,1771,846,301
Sonny,56,19,4,3,1,0
Dick,0,12,0,3,0,0
Brant,38,8,11,0,0,2
Bob,17277,5989,1398,2931,287,52
Rick,75,33,10,8,0,0
Bonzi,15138,7147,2737,1249,769,192
Bubba,394,128,68,34,15,4
Owen,214,99,35,22,9,3
Ralph,48,2,6,7,0,0
Chris,1173,359,265,43,34,54
Jiri,4591,1519,602,375,187,14
Bill,9739,3301,2148,440,226,248
Matt,37,18,12,0,0,2
Robert,273,101,81,9,13,8
Ray,0,246,0,45,0,0
David,30278,11842,2405,4159,1280,161
Walt,10306,5002,3243,385,16,25
Dexter,127,48,23,5,0,0
Russell,2671,1256,399,435,110,16
David,11767,5827,2718,639,258,312
Delonte,8791,3104,953,1133,330,130
Doug,16649,6477,1670,1292,459,188
Jerry,36571,25192,5376,6238,81,23
Mark,20213,6259,5347,428,326,1403
Mario,535,102,105,32,30,8
Paul,20947,12809,1580,3591,1022,262
Roland,14,4,5,0,0,0
John,4714,1215,682,494,133,30
Robert,211,49,43,17,7,8
Ennis,7108,2150,679,1754,383,44
Dejuan,740,265,56,127,32,4
Clinton,867,254,71,157,63,2
Tyson,3,4,0,2,0,0
Lucian,15,2,1,1,0,0
D.J.,128,62,32,6,3,5
Donald,275,61,13,37,11,0
Eric,788,336,132,26,17,4
Herb,315,90,48,47,0,0
Hubie,467,171,77,40,0,0
Hubie,990,407,187,70,0,0
Jahidi,5916,1954,1944,63,119,355
James,150,57,20,6,4,2
Jerome,11828,4423,3268,374,251,200
Jojo,29941,14399,3345,4095,686,112
Randy,5382,2083,1366,175,209,127
Rory,5410,2387,749,232,187,52
Rodney,3355,1540,485,237,118,65
Rudy,1185,384,120,112,52,7
Tony,581,261,31,59,20,2
Willie,577,302,80,82,23,4
Dwayne,122,40,25,2,3,2
Chris,10054,3738,816,1613,351,32
Charles,1048,404,146,87,59,7
Hank,3032,1339,1102,168,0,0
Sidney,25762,12803,6620,2437,592,431
Ron,137,58,45,4,0,0
Murray,0,429,0,107,0,0
Bob,326,119,112,23,0,0
Mitchell,8105,3877,1235,609,397,34
Ken,479,197,202,27,0,1
Ken,26,11,10,2,0,0
Chris,9714,4157,2374,367,241,182
D.c.,0,128,0,80,0,0
Gene,6386,1273,2194,252,0,0
Gene,85,18,20,2,0,0
Michael,1284,692,246,63,48,22
Morlon,3843,1078,341,722,243,17
Win,4810,1826,910,565,0,0
Bob,14883,5424,2236,1835,671,141
Jamaal,27275,14644,5117,2050,1049,262
James,1531,547,274,104,58,31
Lenny,38064,17772,5030,7211,174,26
Dale,45,14,4,2,0,0
Damien,6570,2359,802,476,270,64
Dominique,38113,26668,7169,2677,1378,642
Eddielee,3787,1534,1002,62,82,60
Gerald,26087,11745,2645,2703,906,209
Jeff,10004,3575,2574,462,178,246
Mike,2185,575,224,266,82,10
Aaron,12007,4122,2790,485,284,537
Alvin,12610,4161,1140,1877,549,109
Al,70,43,26,5,0,0
Arthur,9329,2876,1700,2377,44,3
Arthur,89,16,12,20,7,0
Bernie,1936,890,240,278,0,0
Bernie,3231,1732,283,278,1,0
Bob,203,70,59,7,0,0
Brandon,163,41,18,3,8,3
Buck,42464,16784,13018,1646,1080,1100
Charlie,11444,6020,1157,992,0,0
Chuck,2869,754,238,449,80,7
Chuck,15025,6140,1251,2420,319,36
Chuckie,65,37,4,7,1,0
Cliff,18,4,3,2,0,0
Corey,288,92,37,29,6,2
Corliss,18745,9147,3184,972,462,261
Deron,10828,5028,900,2691,301,74
Don,1794,506,106,183,100,11
Earl,1882,664,814,126,62,62
Eric,15734,5642,2139,936,548,103
Fly,1239,665,181,142,64,10
Freeman,6606,4738,510,516,247,18
Frank,952,253,77,166,34,11
Gene,8,0,0,0,0,0
Gus,25645,14093,2222,4597,1638,291
Guy,144,68,33,9,6,4
Hank,468,173,96,26,14,4
Herb,28484,11944,6509,1856,605,1605
Hotrod,26327,9784,5998,1591,747,1456
Jayson,9805,3472,3584,287,204,301
Jason,21188,7719,1653,4261,869,56
Jay,1961,714,195,350,86,17
Jawad,20,12,2,0,1,0
Jerome,12753,3865,3743,474,618,128
John,10952,4406,2201,1262,566,184
John,6391,3215,552,628,223,83
John,9149,5802,722,813,330,55
Justin,455,165,164,2,10,21
Kevin,38359,17253,11901,1328,958,751
